grouped_linked_trip_mode,grouped_tour_mode,trips,purpose
EBIKE,DRIVEALONE,979.508021410991,Ind-Maintenance
All,SHARED2,1083045.1255660842,Ind-Maintenance
DRIVEALONE,SHARED2,366760.199268969,Ind-Maintenance
SHARED2,SHARED2,673180.796334036,Ind-Maintenance
SHARED3,SHARED2,490.009371171005,Ind-Maintenance
WALK,SHARED2,42453.2767695509,Ind-Maintenance
BIKE,SHARED2,20.6417275257636,Ind-Maintenance
WALK-TRANSIT,SHARED2,0.0,Ind-Maintenance
PNR-TRANSIT,SHARED2,0.0,Ind-Maintenance
KNR-TRANSIT,SHARED2,0.0,Ind-Maintenance
TNC-TRANSIT,SHARED2,0.0,Ind-Maintenance
TAXI,SHARED2,8.61696435336093,Ind-Maintenance
TNC-REG,SHARED2,131.585130478099,Ind-Maintenance
TNC-SHARED,SHARED2,0.0,Ind-Maintenance
SCHOOLBUS,SHARED2,0.0,Ind-Maintenance
ESCOOTER,SHARED2,0.0,Ind-Maintenance
EBIKE,SHARED2,0.0,Ind-Maintenance
All,SHARED3,1405586.76938596,Ind-Maintenance
DRIVEALONE,SHARED3,236798.35419249,Ind-Maintenance
SHARED2,SHARED3,210765.215524703,Ind-Maintenance
SHARED3,SHARED3,895030.458675229,Ind-Maintenance
WALK,SHARED3,61570.605349003,Ind-Maintenance
BIKE,SHARED3,100.530901407424,Ind-Maintenance
WALK-TRANSIT,SHARED3,0.0,Ind-Maintenance
PNR-TRANSIT,SHARED3,0.0,Ind-Maintenance
KNR-TRANSIT,SHARED3,0.0,Ind-Maintenance
TNC-TRANSIT,SHARED3,0.0,Ind-Maintenance
TAXI,SHARED3,0.0,Ind-Maintenance
TNC-REG,SHARED3,250.661115178934,Ind-Maintenance
TNC-SHARED,SHARED3,0.0,Ind-Maintenance
SCHOOLBUS,SHARED3,0.0,Ind-Maintenance
ESCOOTER,SHARED3,0.0,Ind-Maintenance
EBIKE,SHARED3,1070.94362794873,Ind-Maintenance
All,WALK,301048.3302746112,Ind-Maintenance
DRIVEALONE,WALK,3356.37008230049,Ind-Maintenance
SHARED2,WALK,151.621879949996,Ind-Maintenance
SHARED3,WALK,29.7844898987277,Ind-Maintenance
WALK,WALK,297510.553822462,Ind-Maintenance
BIKE,WALK,0.0,Ind-Maintenance
WALK-TRANSIT,WALK,0.0,Ind-Maintenance
PNR-TRANSIT,WALK,0.0,Ind-Maintenance
KNR-TRANSIT,WALK,0.0,Ind-Maintenance
TNC-TRANSIT,WALK,0.0,Ind-Maintenance
TAXI,WALK,0.0,Ind-Maintenance
TNC-REG,WALK,0.0,Ind-Maintenance
TNC-SHARED,WALK,0.0,Ind-Maintenance
SCHOOLBUS,WALK,0.0,Ind-Maintenance
ESCOOTER,WALK,0.0,Ind-Maintenance
EBIKE,WALK,0.0,Ind-Maintenance
All,BIKE,57401.85469013287,Ind-Maintenance
DRIVEALONE,BIKE,0.0,Ind-Maintenance
SHARED2,BIKE,0.0,Ind-Maintenance
SHARED3,BIKE,2838.21257113805,Ind-Maintenance
WALK,BIKE,6534.97228967011,Ind-Maintenance
BIKE,BIKE,48028.6698293247,Ind-Maintenance
WALK-TRANSIT,BIKE,0.0,Ind-Maintenance
PNR-TRANSIT,BIKE,0.0,Ind-Maintenance
KNR-TRANSIT,BIKE,0.0,Ind-Maintenance
TNC-TRANSIT,BIKE,0.0,Ind-Maintenance
TAXI,BIKE,0.0,Ind-Maintenance
TNC-REG,BIKE,0.0,Ind-Maintenance
TNC-SHARED,BIKE,0.0,Ind-Maintenance
SCHOOLBUS,BIKE,0.0,Ind-Maintenance
ESCOOTER,BIKE,0.0,Ind-Maintenance
EBIKE,BIKE,0.0,Ind-Maintenance
All,WALK-TRANSIT,62647.87609975051,Ind-Maintenance
DRIVEALONE,WALK-TRANSIT,2251.65323729373,Ind-Maintenance
SHARED2,WALK-TRANSIT,2009.61715964261,Ind-Maintenance
SHARED3,WALK-TRANSIT,1022.99457828414,Ind-Maintenance
WALK,WALK-TRANSIT,13143.4282212093,Ind-Maintenance
BIKE,WALK-TRANSIT,0.0,Ind-Maintenance
WALK-TRANSIT,WALK-TRANSIT,35192.67383259672,Ind-Maintenance
PNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Maintenance
KNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Maintenance
TNC-TRANSIT,WALK-TRANSIT,0.0,Ind-Maintenance
TAXI,WALK-TRANSIT,0.0,Ind-Maintenance
TNC-REG,WALK-TRANSIT,213.298572795781,Ind-Maintenance
TNC-SHARED,WALK-TRANSIT,0.0,Ind-Maintenance
SCHOOLBUS,WALK-TRANSIT,0.0,Ind-Maintenance
ESCOOTER,WALK-TRANSIT,16.0420397790443,Ind-Maintenance
EBIKE,WALK-TRANSIT,0.0,Ind-Maintenance
All,PNR-TRANSIT,1322.08416648096,Ind-Maintenance
DRIVEALONE,PNR-TRANSIT,0.0,Ind-Maintenance
SHARED2,PNR-TRANSIT,0.0,Ind-Maintenance
SHARED3,PNR-TRANSIT,0.0,Ind-Maintenance
WALK,PNR-TRANSIT,0.0,Ind-Maintenance
BIKE,PNR-TRANSIT,0.0,Ind-Maintenance
WALK-TRANSIT,PNR-TRANSIT,0.0,Ind-Maintenance
PNR-TRANSIT,PNR-TRANSIT,3278.7687328727807,Ind-Maintenance
KNR-TRANSIT,PNR-TRANSIT,0.0,Ind-Maintenance
TNC-TRANSIT,PNR-TRANSIT,0.0,Ind-Maintenance
TAXI,PNR-TRANSIT,0.0,Ind-Maintenance
TNC-REG,PNR-TRANSIT,0.0,Ind-Maintenance
TNC-SHARED,PNR-TRANSIT,0.0,Ind-Maintenance
SCHOOLBUS,PNR-TRANSIT,0.0,Ind-Maintenance
ESCOOTER,PNR-TRANSIT,0.0,Ind-Maintenance
EBIKE,PNR-TRANSIT,0.0,Ind-Maintenance
All,KNR-TRANSIT,12194.3223379304,Ind-Maintenance
DRIVEALONE,KNR-TRANSIT,0.0,Ind-Maintenance
SHARED2,KNR-TRANSIT,0.0,Ind-Maintenance
SHARED3,KNR-TRANSIT,0.0,Ind-Maintenance
WALK,KNR-TRANSIT,0.0,Ind-Maintenance
BIKE,KNR-TRANSIT,0.0,Ind-Maintenance
WALK-TRANSIT,KNR-TRANSIT,0.0,Ind-Maintenance
PNR-TRANSIT,KNR-TRANSIT,0.0,Ind-Maintenance
KNR-TRANSIT,KNR-TRANSIT,17072.05127310256,Ind-Maintenance
TNC-TRANSIT,KNR-TRANSIT,0.0,Ind-Maintenance
TAXI,KNR-TRANSIT,0.0,Ind-Maintenance
TNC-REG,KNR-TRANSIT,0.0,Ind-Maintenance
TNC-SHARED,KNR-TRANSIT,0.0,Ind-Maintenance
SCHOOLBUS,KNR-TRANSIT,0.0,Ind-Maintenance
ESCOOTER,KNR-TRANSIT,0.0,Ind-Maintenance
EBIKE,KNR-TRANSIT,0.0,Ind-Maintenance
All,TNC-TRANSIT,169.235315617602,Ind-Maintenance
DRIVEALONE,TNC-TRANSIT,0.0,Ind-Maintenance
SHARED2,TNC-TRANSIT,0.0,Ind-Maintenance
SHARED3,TNC-TRANSIT,0.0,Ind-Maintenance
WALK,TNC-TRANSIT,0.0,Ind-Maintenance
BIKE,TNC-TRANSIT,0.0,Ind-Maintenance
WALK-TRANSIT,TNC-TRANSIT,0.0,Ind-Maintenance
PNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Maintenance
KNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Maintenance
TNC-TRANSIT,TNC-TRANSIT,169.235315617602,Ind-Maintenance
TAXI,TNC-TRANSIT,0.0,Ind-Maintenance
TNC-REG,TNC-TRANSIT,0.0,Ind-Maintenance
TNC-SHARED,TNC-TRANSIT,0.0,Ind-Maintenance
SCHOOLBUS,TNC-TRANSIT,0.0,Ind-Maintenance
ESCOOTER,TNC-TRANSIT,0.0,Ind-Maintenance
EBIKE,TNC-TRANSIT,0.0,Ind-Maintenance
All,TAXI,11337.7769961997,Ind-Maintenance
DRIVEALONE,TAXI,0.0,Ind-Maintenance
SHARED2,TAXI,0.0,Ind-Maintenance
SHARED3,TAXI,0.0,Ind-Maintenance
WALK,TAXI,0.0,Ind-Maintenance
BIKE,TAXI,0.0,Ind-Maintenance
WALK-TRANSIT,TAXI,0.0,Ind-Maintenance
PNR-TRANSIT,TAXI,0.0,Ind-Maintenance
KNR-TRANSIT,TAXI,0.0,Ind-Maintenance
TNC-TRANSIT,TAXI,0.0,Ind-Maintenance
TAXI,TAXI,11337.7769961997,Ind-Maintenance
TNC-REG,TAXI,0.0,Ind-Maintenance
TNC-SHARED,TAXI,0.0,Ind-Maintenance
SCHOOLBUS,TAXI,0.0,Ind-Maintenance
ESCOOTER,TAXI,0.0,Ind-Maintenance
EBIKE,TAXI,0.0,Ind-Maintenance
All,TNC-REG,12399.1400330666,Ind-Maintenance
DRIVEALONE,TNC-REG,0.0,Ind-Maintenance
SHARED2,TNC-REG,0.0,Ind-Maintenance
SHARED3,TNC-REG,0.0,Ind-Maintenance
WALK,TNC-REG,0.0,Ind-Maintenance
BIKE,TNC-REG,0.0,Ind-Maintenance
WALK-TRANSIT,TNC-REG,0.0,Ind-Maintenance
PNR-TRANSIT,TNC-REG,0.0,Ind-Maintenance
KNR-TRANSIT,TNC-REG,0.0,Ind-Maintenance
TNC-TRANSIT,TNC-REG,0.0,Ind-Maintenance
TAXI,TNC-REG,0.0,Ind-Maintenance
TNC-REG,TNC-REG,12399.1400330666,Ind-Maintenance
TNC-SHARED,TNC-REG,0.0,Ind-Maintenance
SCHOOLBUS,TNC-REG,0.0,Ind-Maintenance
ESCOOTER,TNC-REG,0.0,Ind-Maintenance
EBIKE,TNC-REG,0.0,Ind-Maintenance
All,TNC-SHARED,0.0,Ind-Maintenance
DRIVEALONE,TNC-SHARED,0.0,Ind-Maintenance
SHARED2,TNC-SHARED,0.0,Ind-Maintenance
SHARED3,TNC-SHARED,0.0,Ind-Maintenance
WALK,TNC-SHARED,0.0,Ind-Maintenance
BIKE,TNC-SHARED,0.0,Ind-Maintenance
WALK-TRANSIT,TNC-SHARED,0.0,Ind-Maintenance
PNR-TRANSIT,TNC-SHARED,0.0,Ind-Maintenance
KNR-TRANSIT,TNC-SHARED,0.0,Ind-Maintenance
TNC-TRANSIT,TNC-SHARED,0.0,Ind-Maintenance
TAXI,TNC-SHARED,0.0,Ind-Maintenance
TNC-REG,TNC-SHARED,0.0,Ind-Maintenance
TNC-SHARED,TNC-SHARED,0.0,Ind-Maintenance
SCHOOLBUS,TNC-SHARED,0.0,Ind-Maintenance
ESCOOTER,TNC-SHARED,0.0,Ind-Maintenance
EBIKE,TNC-SHARED,0.0,Ind-Maintenance
All,SCHOOLBUS,0.0,Ind-Maintenance
DRIVEALONE,SCHOOLBUS,0.0,Ind-Maintenance
SHARED2,SCHOOLBUS,0.0,Ind-Maintenance
SHARED3,SCHOOLBUS,0.0,Ind-Maintenance
WALK,SCHOOLBUS,0.0,Ind-Maintenance
BIKE,SCHOOLBUS,0.0,Ind-Maintenance
WALK-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
PNR-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
KNR-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
TNC-TRANSIT,SCHOOLBUS,0.0,Ind-Maintenance
TAXI,SCHOOLBUS,0.0,Ind-Maintenance
TNC-REG,SCHOOLBUS,0.0,Ind-Maintenance
TNC-SHARED,SCHOOLBUS,0.0,Ind-Maintenance
SCHOOLBUS,SCHOOLBUS,0.0,Ind-Maintenance
ESCOOTER,SCHOOLBUS,0.0,Ind-Maintenance
EBIKE,SCHOOLBUS,0.0,Ind-Maintenance
All,ESCOOTER,577.483918765172,Ind-Maintenance
DRIVEALONE,ESCOOTER,0.0,Ind-Maintenance
SHARED2,ESCOOTER,0.0,Ind-Maintenance
SHARED3,ESCOOTER,0.0,Ind-Maintenance
WALK,ESCOOTER,0.0,Ind-Maintenance
BIKE,ESCOOTER,0.0,Ind-Maintenance
WALK-TRANSIT,ESCOOTER,0.0,Ind-Maintenance
PNR-TRANSIT,ESCOOTER,0.0,Ind-Maintenance
KNR-TRANSIT,ESCOOTER,0.0,Ind-Maintenance
TNC-TRANSIT,ESCOOTER,0.0,Ind-Maintenance
TAXI,ESCOOTER,0.0,Ind-Maintenance
TNC-REG,ESCOOTER,0.0,Ind-Maintenance
TNC-SHARED,ESCOOTER,0.0,Ind-Maintenance
SCHOOLBUS,ESCOOTER,0.0,Ind-Maintenance
ESCOOTER,ESCOOTER,577.483918765172,Ind-Maintenance
EBIKE,ESCOOTER,0.0,Ind-Maintenance
All,EBIKE,4569.61996463603,Ind-Maintenance
DRIVEALONE,EBIKE,0.0,Ind-Maintenance
SHARED2,EBIKE,0.0,Ind-Maintenance
SHARED3,EBIKE,0.0,Ind-Maintenance
WALK,EBIKE,0.0,Ind-Maintenance
BIKE,EBIKE,0.0,Ind-Maintenance
WALK-TRANSIT,EBIKE,0.0,Ind-Maintenance
PNR-TRANSIT,EBIKE,0.0,Ind-Maintenance
KNR-TRANSIT,EBIKE,0.0,Ind-Maintenance
TNC-TRANSIT,EBIKE,0.0,Ind-Maintenance
TAXI,EBIKE,0.0,Ind-Maintenance
TNC-REG,EBIKE,0.0,Ind-Maintenance
TNC-SHARED,EBIKE,0.0,Ind-Maintenance
SCHOOLBUS,EBIKE,0.0,Ind-Maintenance
ESCOOTER,EBIKE,0.0,Ind-Maintenance
EBIKE,EBIKE,4569.61996463603,Ind-Maintenance
All,All,2560381.923953016,Ind-Discretionary
DRIVEALONE,All,1035965.69277895,Ind-Discretionary
SHARED2,All,330421.8773047967,Ind-Discretionary
SHARED3,All,444927.9746380439,Ind-Discretionary
WALK,All,613387.9351398075,Ind-Discretionary
BIKE,All,46252.19212573677,Ind-Discretionary
WALK-TRANSIT,All,51984.43819324105,Ind-Discretionary
PNR-TRANSIT,All,1197.858234065388,Ind-Discretionary
KNR-TRANSIT,All,910.3514887740923,Ind-Discretionary
TNC-TRANSIT,All,0.0,Ind-Discretionary
TAXI,All,11019.796612141,Ind-Discretionary
TNC-REG,All,7045.613239953293,Ind-Discretionary
TNC-SHARED,All,0.0,Ind-Discretionary
SCHOOLBUS,All,0.0,Ind-Discretionary
ESCOOTER,All,2993.0625086981718,Ind-Discretionary
EBIKE,All,2253.973447480964,Ind-Discretionary
All,DRIVEALONE,948929.8581734748,Ind-Discretionary
DRIVEALONE,DRIVEALONE,893294.198369052,Ind-Discretionary
SHARED2,DRIVEALONE,2453.07851863195,Ind-Discretionary
SHARED3,DRIVEALONE,2200.04838429646,Ind-Discretionary
WALK,DRIVEALONE,28221.1733420257,Ind-Discretionary
BIKE,DRIVEALONE,22498.9424241192,Ind-Discretionary
WALK-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
PNR-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
KNR-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
TNC-TRANSIT,DRIVEALONE,0.0,Ind-Discretionary
TAXI,DRIVEALONE,0.0,Ind-Discretionary
TNC-REG,DRIVEALONE,174.25495127544,Ind-Discretionary
TNC-SHARED,DRIVEALONE,0.0,Ind-Discretionary
SCHOOLBUS,DRIVEALONE,0.0,Ind-Discretionary
ESCOOTER,DRIVEALONE,0.0,Ind-Discretionary
EBIKE,DRIVEALONE,88.1621840739241,Ind-Discretionary
All,SHARED2,441292.501589092,Ind-Discretionary
DRIVEALONE,SHARED2,111468.926876273,Ind-Discretionary
SHARED2,SHARED2,308420.982070941,Ind-Discretionary
SHARED3,SHARED2,600.268979934954,Ind-Discretionary
WALK,SHARED2,20100.7717057129,Ind-Discretionary
BIKE,SHARED2,571.734080523633,Ind-Discretionary
WALK-TRANSIT,SHARED2,0.0,Ind-Discretionary
PNR-TRANSIT,SHARED2,0.0,Ind-Discretionary
KNR-TRANSIT,SHARED2,0.0,Ind-Discretionary
TNC-TRANSIT,SHARED2,0.0,Ind-Discretionary
TAXI,SHARED2,0.0,Ind-Discretionary
TNC-REG,SHARED2,119.833962308443,Ind-Discretionary
TNC-SHARED,SHARED2,0.0,Ind-Discretionary
SCHOOLBUS,SHARED2,0.0,Ind-Discretionary
ESCOOTER,SHARED2,9.9839133980999,Ind-Discretionary
EBIKE,SHARED2,0.0,Ind-Discretionary
All,SHARED3,599290.8712972738,Ind-Discretionary
DRIVEALONE,SHARED3,24522.4309575024,Ind-Discretionary
SHARED2,SHARED3,19417.6414006517,Ind-Discretionary
SHARED3,SHARED3,437924.353930868,Ind-Discretionary
WALK,SHARED3,116134.573753092,Ind-Discretionary
BIKE,SHARED3,99.0762817076424,Ind-Discretionary
WALK-TRANSIT,SHARED3,0.0,Ind-Discretionary
PNR-TRANSIT,SHARED3,0.0,Ind-Discretionary
KNR-TRANSIT,SHARED3,0.0,Ind-Discretionary
TNC-TRANSIT,SHARED3,0.0,Ind-Discretionary
TAXI,SHARED3,0.0,Ind-Discretionary
TNC-REG,SHARED3,1192.79497345208,Ind-Discretionary
TNC-SHARED,SHARED3,0.0,Ind-Discretionary
SCHOOLBUS,SHARED3,0.0,Ind-Discretionary
ESCOOTER,SHARED3,0.0,Ind-Discretionary
EBIKE,SHARED3,0.0,Ind-Discretionary
All,WALK,432672.61426228896,Ind-Discretionary
DRIVEALONE,WALK,423.508240959963,Ind-Discretionary
SHARED2,WALK,0.0,Ind-Discretionary
SHARED3,WALK,0.0,Ind-Discretionary
WALK,WALK,432249.106021329,Ind-Discretionary
BIKE,WALK,0.0,Ind-Discretionary
WALK-TRANSIT,WALK,0.0,Ind-Discretionary
PNR-TRANSIT,WALK,0.0,Ind-Discretionary
KNR-TRANSIT,WALK,0.0,Ind-Discretionary
TNC-TRANSIT,WALK,0.0,Ind-Discretionary
TAXI,WALK,0.0,Ind-Discretionary
TNC-REG,WALK,0.0,Ind-Discretionary
TNC-SHARED,WALK,0.0,Ind-Discretionary
SCHOOLBUS,WALK,0.0,Ind-Discretionary
ESCOOTER,WALK,0.0,Ind-Discretionary
EBIKE,WALK,0.0,Ind-Discretionary
All,BIKE,27998.22184318296,Ind-Discretionary
DRIVEALONE,BIKE,0.0,Ind-Discretionary
SHARED2,BIKE,41.7395962064835,Ind-Discretionary
SHARED3,BIKE,40.2958661387941,Ind-Discretionary
WALK,BIKE,4833.74704145138,Ind-Discretionary
BIKE,BIKE,23082.4393393863,Ind-Discretionary
WALK-TRANSIT,BIKE,0.0,Ind-Discretionary
PNR-TRANSIT,BIKE,0.0,Ind-Discretionary
KNR-TRANSIT,BIKE,0.0,Ind-Discretionary
TNC-TRANSIT,BIKE,0.0,Ind-Discretionary
TAXI,BIKE,0.0,Ind-Discretionary
TNC-REG,BIKE,0.0,Ind-Discretionary
TNC-SHARED,BIKE,0.0,Ind-Discretionary
SCHOOLBUS,BIKE,0.0,Ind-Discretionary
ESCOOTER,BIKE,0.0,Ind-Discretionary
EBIKE,BIKE,0.0,Ind-Discretionary
All,WALK-TRANSIT,90999.85851670866,Ind-Discretionary
DRIVEALONE,WALK-TRANSIT,6256.62833516255,Ind-Discretionary
SHARED2,WALK-TRANSIT,88.4357183655813,Ind-Discretionary
SHARED3,WALK-TRANSIT,4163.00747680573,Ind-Discretionary
WALK,WALK-TRANSIT,11848.5632761965,Ind-Discretionary
BIKE,WALK-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,WALK-TRANSIT,51984.43819324105,Ind-Discretionary
PNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,WALK-TRANSIT,0.0,Ind-Discretionary
TAXI,WALK-TRANSIT,0.0,Ind-Discretionary
TNC-REG,WALK-TRANSIT,3650.67988288045,Ind-Discretionary
TNC-SHARED,WALK-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,WALK-TRANSIT,0.0,Ind-Discretionary
ESCOOTER,WALK-TRANSIT,11.9960857465512,Ind-Discretionary
EBIKE,WALK-TRANSIT,0.0,Ind-Discretionary
All,PNR-TRANSIT,483.007352445721,Ind-Discretionary
DRIVEALONE,PNR-TRANSIT,0.0,Ind-Discretionary
SHARED2,PNR-TRANSIT,0.0,Ind-Discretionary
SHARED3,PNR-TRANSIT,0.0,Ind-Discretionary
WALK,PNR-TRANSIT,0.0,Ind-Discretionary
BIKE,PNR-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,PNR-TRANSIT,1197.858234065388,Ind-Discretionary
KNR-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,PNR-TRANSIT,0.0,Ind-Discretionary
TAXI,PNR-TRANSIT,0.0,Ind-Discretionary
TNC-REG,PNR-TRANSIT,0.0,Ind-Discretionary
TNC-SHARED,PNR-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,PNR-TRANSIT,0.0,Ind-Discretionary
ESCOOTER,PNR-TRANSIT,0.0,Ind-Discretionary
EBIKE,PNR-TRANSIT,0.0,Ind-Discretionary
All,KNR-TRANSIT,650.251063410066,Ind-Discretionary
DRIVEALONE,KNR-TRANSIT,0.0,Ind-Discretionary
SHARED2,KNR-TRANSIT,0.0,Ind-Discretionary
SHARED3,KNR-TRANSIT,0.0,Ind-Discretionary
WALK,KNR-TRANSIT,0.0,Ind-Discretionary
BIKE,KNR-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,KNR-TRANSIT,910.3514887740923,Ind-Discretionary
TNC-TRANSIT,KNR-TRANSIT,0.0,Ind-Discretionary
TAXI,KNR-TRANSIT,0.0,Ind-Discretionary
TNC-REG,KNR-TRANSIT,0.0,Ind-Discretionary
TNC-SHARED,KNR-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,KNR-TRANSIT,0.0,Ind-Discretionary
ESCOOTER,KNR-TRANSIT,0.0,Ind-Discretionary
EBIKE,KNR-TRANSIT,0.0,Ind-Discretionary
All,TNC-TRANSIT,0.0,Ind-Discretionary
DRIVEALONE,TNC-TRANSIT,0.0,Ind-Discretionary
SHARED2,TNC-TRANSIT,0.0,Ind-Discretionary
SHARED3,TNC-TRANSIT,0.0,Ind-Discretionary
WALK,TNC-TRANSIT,0.0,Ind-Discretionary
BIKE,TNC-TRANSIT,0.0,Ind-Discretionary
WALK-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
PNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
KNR-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
TNC-TRANSIT,TNC-TRANSIT,0.0,Ind-Discretionary
TAXI,TNC-TRANSIT,0.0,Ind-Discretionary
TNC-REG,TNC-TRANSIT,0.0,Ind-Discretionary
TNC-SHARED,TNC-TRANSIT,0.0,Ind-Discretionary
SCHOOLBUS,TNC-TRANSIT,0.0,Ind-Discretionary
ESCOOTER,TNC-TRANSIT,0.0,Ind-Discretionary
EBIKE,TNC-TRANSIT,0.0,Ind-Discretionary
All,TAXI,11019.796612141,Ind-Discretionary
DRIVEALONE,TAXI,0.0,Ind-Discretionary
SHARED2,TAXI,0.0,Ind-Discretionary
SHARED3,TAXI,0.0,Ind-Discretionary
WALK,TAXI,0.0,Ind-Discretionary
BIKE,TAXI,0.0,Ind-Discretionary
WALK-TRANSIT,TAXI,0.0,Ind-Discretionary
PNR-TRANSIT,TAXI,0.0,Ind-Discretionary
KNR-TRANSIT,TAXI,0.0,Ind-Discretionary
TNC-TRANSIT,TAXI,0.0,Ind-Discretionary
TAXI,TAXI,11019.796612141,Ind-Discretionary
TNC-REG,TAXI,0.0,Ind-Discretionary
TNC-SHARED,TAXI,0.0,Ind-Discretionary
SCHOOLBUS,TAXI,0.0,Ind-Discretionary
ESCOOTER,TAXI,0.0,Ind-Discretionary
EBIKE,TAXI,0.0,Ind-Discretionary
All,TNC-REG,1908.04947003688,Ind-Discretionary
DRIVEALONE,TNC-REG,0.0,Ind-Discretionary
