grouped_linked_trip_mode,grouped_tour_mode,trips,purpose
All,BIKE,1242.85666586099,Joint-Discretionary
DRIVEALONE,BIKE,0.0,Joint-Discretionary
SHARED2,BIKE,0.0,Joint-Discretionary
SHARED3,BIKE,0.0,Joint-Discretionary
WALK,BIKE,0.0,Joint-Discretionary
BIKE,BIKE,1242.85666586099,Joint-Discretionary
WALK-TRANSIT,BIKE,0.0,Joint-Discretionary
PNR-TRANSIT,BIKE,0.0,Joint-Discretionary
KNR-TRANSIT,BIKE,0.0,Joint-Discretionary
TNC-TRANSIT,BIKE,0.0,Joint-Discretionary
TAXI,BIKE,0.0,Joint-Discretionary
TNC-REG,BIKE,0.0,Joint-Discretionary
TNC-SHARED,BIKE,0.0,Joint-Discretionary
SCHOOLBUS,BIKE,0.0,Joint-Discretionary
ESCOOTER,BIKE,0.0,Joint-Discretionary
EBIKE,BIKE,0.0,Joint-Discretionary
All,WALK-TRANSIT,0.0,Joint-Discretionary
DRIVEALONE,WALK-TRANSIT,0.0,Joint-Discretionary
SHARED2,WALK-TRANSIT,0.0,Joint-Discretionary
SHARED3,WALK-TRANSIT,0.0,Joint-Discretionary
WALK,WALK-TRANSIT,0.0,Joint-Discretionary
BIKE,WALK-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,WALK-TRANSIT,0.0,Joint-Discretionary
TAXI,WALK-TRANSIT,0.0,Joint-Discretionary
TNC-REG,WALK-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,WALK-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,WALK-TRANSIT,0.0,Joint-Discretionary
ESCOOTER,WALK-TRANSIT,0.0,Joint-Discretionary
EBIKE,WALK-TRANSIT,0.0,Joint-Discretionary
All,PNR-TRANSIT,0.0,Joint-Discretionary
DRIVEALONE,PNR-TRANSIT,0.0,Joint-Discretionary
SHARED2,PNR-TRANSIT,0.0,Joint-Discretionary
SHARED3,PNR-TRANSIT,0.0,Joint-Discretionary
WALK,PNR-TRANSIT,0.0,Joint-Discretionary
BIKE,PNR-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,PNR-TRANSIT,0.0,Joint-Discretionary
TAXI,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-REG,PNR-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,PNR-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,PNR-TRANSIT,0.0,Joint-Discretionary
ESCOOTER,PNR-TRANSIT,0.0,Joint-Discretionary
EBIKE,PNR-TRANSIT,0.0,Joint-Discretionary
All,KNR-TRANSIT,0.0,Joint-Discretionary
DRIVEALONE,KNR-TRANSIT,0.0,Joint-Discretionary
SHARED2,KNR-TRANSIT,0.0,Joint-Discretionary
SHARED3,KNR-TRANSIT,0.0,Joint-Discretionary
WALK,KNR-TRANSIT,0.0,Joint-Discretionary
BIKE,KNR-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,KNR-TRANSIT,0.0,Joint-Discretionary
TAXI,KNR-TRANSIT,0.0,Joint-Discretionary
TNC-REG,KNR-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,KNR-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,KNR-TRANSIT,0.0,Joint-Discretionary
ESCOOTER,KNR-TRANSIT,0.0,Joint-Discretionary
EBIKE,KNR-TRANSIT,0.0,Joint-Discretionary
All,TNC-TRANSIT,0.0,Joint-Discretionary
DRIVEALONE,TNC-TRANSIT,0.0,Joint-Discretionary
SHARED2,TNC-TRANSIT,0.0,Joint-Discretionary
SHARED3,TNC-TRANSIT,0.0,Joint-Discretionary
WALK,TNC-TRANSIT,0.0,Joint-Discretionary
BIKE,TNC-TRANSIT,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-TRANSIT,0.0,Joint-Discretionary
TAXI,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-REG,TNC-TRANSIT,0.0,Joint-Discretionary
TNC-SHARED,TNC-TRANSIT,0.0,Joint-Discretionary
SCHOOLBUS,TNC-TRANSIT,0.0,Joint-Discretionary
ESCOOTER,TNC-TRANSIT,0.0,Joint-Discretionary
EBIKE,TNC-TRANSIT,0.0,Joint-Discretionary
All,TAXI,0.0,Joint-Discretionary
DRIVEALONE,TAXI,0.0,Joint-Discretionary
SHARED2,TAXI,0.0,Joint-Discretionary
SHARED3,TAXI,0.0,Joint-Discretionary
WALK,TAXI,0.0,Joint-Discretionary
BIKE,TAXI,0.0,Joint-Discretionary
WALK-TRANSIT,TAXI,0.0,Joint-Discretionary
PNR-TRANSIT,TAXI,0.0,Joint-Discretionary
KNR-TRANSIT,TAXI,0.0,Joint-Discretionary
TNC-TRANSIT,TAXI,0.0,Joint-Discretionary
TAXI,TAXI,0.0,Joint-Discretionary
TNC-REG,TAXI,0.0,Joint-Discretionary
TNC-SHARED,TAXI,0.0,Joint-Discretionary
SCHOOLBUS,TAXI,0.0,Joint-Discretionary
ESCOOTER,TAXI,0.0,Joint-Discretionary
EBIKE,TAXI,0.0,Joint-Discretionary
All,TNC-REG,0.0,Joint-Discretionary
DRIVEALONE,TNC-REG,0.0,Joint-Discretionary
SHARED2,TNC-REG,0.0,Joint-Discretionary
SHARED3,TNC-REG,0.0,Joint-Discretionary
WALK,TNC-REG,0.0,Joint-Discretionary
BIKE,TNC-REG,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-REG,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-REG,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-REG,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-REG,0.0,Joint-Discretionary
TAXI,TNC-REG,0.0,Joint-Discretionary
TNC-REG,TNC-REG,0.0,Joint-Discretionary
TNC-SHARED,TNC-REG,0.0,Joint-Discretionary
SCHOOLBUS,TNC-REG,0.0,Joint-Discretionary
ESCOOTER,TNC-REG,0.0,Joint-Discretionary
EBIKE,TNC-REG,0.0,Joint-Discretionary
All,TNC-SHARED,0.0,Joint-Discretionary
DRIVEALONE,TNC-SHARED,0.0,Joint-Discretionary
SHARED2,TNC-SHARED,0.0,Joint-Discretionary
SHARED3,TNC-SHARED,0.0,Joint-Discretionary
WALK,TNC-SHARED,0.0,Joint-Discretionary
BIKE,TNC-SHARED,0.0,Joint-Discretionary
WALK-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
PNR-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
KNR-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
TNC-TRANSIT,TNC-SHARED,0.0,Joint-Discretionary
TAXI,TNC-SHARED,0.0,Joint-Discretionary
TNC-REG,TNC-SHARED,0.0,Joint-Discretionary
TNC-SHARED,TNC-SHARED,0.0,Joint-Discretionary
SCHOOLBUS,TNC-SHARED,0.0,Joint-Discretionary
ESCOOTER,TNC-SHARED,0.0,Joint-Discretionary
EBIKE,TNC-SHARED,0.0,Joint-Discretionary
All,SCHOOLBUS,0.0,Joint-Discretionary
DRIVEALONE,SCHOOLBUS,0.0,Joint-Discretionary
SHARED2,SCHOOLBUS,0.0,Joint-Discretionary
SHARED3,SCHOOLBUS,0.0,Joint-Discretionary
WALK,SCHOOLBUS,0.0,Joint-Discretionary
BIKE,SCHOOLBUS,0.0,Joint-Discretionary
WALK-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
PNR-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
KNR-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
TNC-TRANSIT,SCHOOLBUS,0.0,Joint-Discretionary
TAXI,SCHOOLBUS,0.0,Joint-Discretionary
TNC-REG,SCHOOLBUS,0.0,Joint-Discretionary
TNC-SHARED,SCHOOLBUS,0.0,Joint-Discretionary
SCHOOLBUS,SCHOOLBUS,0.0,Joint-Discretionary
ESCOOTER,SCHOOLBUS,0.0,Joint-Discretionary
EBIKE,SCHOOLBUS,0.0,Joint-Discretionary
All,ESCOOTER,0.0,Joint-Discretionary
DRIVEALONE,ESCOOTER,0.0,Joint-Discretionary
SHARED2,ESCOOTER,0.0,Joint-Discretionary
SHARED3,ESCOOTER,0.0,Joint-Discretionary
WALK,ESCOOTER,0.0,Joint-Discretionary
BIKE,ESCOOTER,0.0,Joint-Discretionary
WALK-TRANSIT,ESCOOTER,0.0,Joint-Discretionary
PNR-TRANSIT,ESCOOTER,0.0,Joint-Discretionary
KNR-TRANSIT,ESCOOTER,0.0,Joint-Discretionary
TNC-TRANSIT,ESCOOTER,0.0,Joint-Discretionary
TAXI,ESCOOTER,0.0,Joint-Discretionary
TNC-REG,ESCOOTER,0.0,Joint-Discretionary
TNC-SHARED,ESCOOTER,0.0,Joint-Discretionary
SCHOOLBUS,ESCOOTER,0.0,Joint-Discretionary
ESCOOTER,ESCOOTER,0.0,Joint-Discretionary
EBIKE,ESCOOTER,0.0,Joint-Discretionary
All,EBIKE,892.69774948352,Joint-Discretionary
DRIVEALONE,EBIKE,0.0,Joint-Discretionary
SHARED2,EBIKE,0.0,Joint-Discretionary
SHARED3,EBIKE,0.0,Joint-Discretionary
WALK,EBIKE,0.0,Joint-Discretionary
BIKE,EBIKE,0.0,Joint-Discretionary
WALK-TRANSIT,EBIKE,0.0,Joint-Discretionary
PNR-TRANSIT,EBIKE,0.0,Joint-Discretionary
KNR-TRANSIT,EBIKE,0.0,Joint-Discretionary
TNC-TRANSIT,EBIKE,0.0,Joint-Discretionary
TAXI,EBIKE,0.0,Joint-Discretionary
TNC-REG,EBIKE,0.0,Joint-Discretionary
TNC-SHARED,EBIKE,0.0,Joint-Discretionary
SCHOOLBUS,EBIKE,0.0,Joint-Discretionary
ESCOOTER,EBIKE,0.0,Joint-Discretionary
EBIKE,EBIKE,892.69774948352,Joint-Discretionary
All,All,281174.26081776246,Work sub-tour
DRIVEALONE,All,179889.52171135528,Work sub-tour
SHARED2,All,17566.332820587035,Work sub-tour
SHARED3,All,11376.833426079,Work sub-tour
WALK,All,69032.6667413774,Work sub-tour
BIKE,All,2776.98958413532,Work sub-tour
WALK-TRANSIT,All,57.4441277071772,Work sub-tour
PNR-TRANSIT,All,0.0,Work sub-tour
KNR-TRANSIT,All,0.0,Work sub-tour
TNC-TRANSIT,All,0.0,Work sub-tour
TAXI,All,0.0,Work sub-tour
TNC-REG,All,17.2677990272926,Work sub-tour
TNC-SHARED,All,0.0,Work sub-tour
SCHOOLBUS,All,0.0,Work sub-tour
ESCOOTER,All,0.0,Work sub-tour
EBIKE,All,442.843575567199,Work sub-tour
All,DRIVEALONE,166335.01265527584,Work sub-tour
DRIVEALONE,DRIVEALONE,165049.252859179,Work sub-tour
SHARED2,DRIVEALONE,0.0,Work sub-tour
SHARED3,DRIVEALONE,0.0,Work sub-tour
WALK,DRIVEALONE,1268.49199706957,Work sub-tour
BIKE,DRIVEALONE,0.0,Work sub-tour
WALK-TRANSIT,DRIVEALONE,0.0,Work sub-tour
PNR-TRANSIT,DRIVEALONE,0.0,Work sub-tour
KNR-TRANSIT,DRIVEALONE,0.0,Work sub-tour
TNC-TRANSIT,DRIVEALONE,0.0,Work sub-tour
TAXI,DRIVEALONE,0.0,Work sub-tour
TNC-REG,DRIVEALONE,17.2677990272926,Work sub-tour
TNC-SHARED,DRIVEALONE,0.0,Work sub-tour
SCHOOLBUS,DRIVEALONE,0.0,Work sub-tour
ESCOOTER,DRIVEALONE,0.0,Work sub-tour
EBIKE,DRIVEALONE,0.0,Work sub-tour
All,SHARED2,29922.99580372367,Work sub-tour
DRIVEALONE,SHARED2,12054.9895266432,Work sub-tour
SHARED2,SHARED2,17555.8340173163,Work sub-tour
SHARED3,SHARED2,0.0,Work sub-tour
WALK,SHARED2,312.172259764168,Work sub-tour
BIKE,SHARED2,0.0,Work sub-tour
WALK-TRANSIT,SHARED2,0.0,Work sub-tour
PNR-TRANSIT,SHARED2,0.0,Work sub-tour
KNR-TRANSIT,SHARED2,0.0,Work sub-tour
TNC-TRANSIT,SHARED2,0.0,Work sub-tour
TAXI,SHARED2,0.0,Work sub-tour
TNC-REG,SHARED2,0.0,Work sub-tour
TNC-SHARED,SHARED2,0.0,Work sub-tour
SCHOOLBUS,SHARED2,0.0,Work sub-tour
ESCOOTER,SHARED2,0.0,Work sub-tour
EBIKE,SHARED2,0.0,Work sub-tour
All,SHARED3,14183.110358153554,Work sub-tour
DRIVEALONE,SHARED3,2785.27932553309,Work sub-tour
SHARED2,SHARED3,10.4988032707324,Work sub-tour
SHARED3,SHARED3,11376.833426079,Work sub-tour
WALK,SHARED3,10.4988032707324,Work sub-tour
BIKE,SHARED3,0.0,Work sub-tour
WALK-TRANSIT,SHARED3,0.0,Work sub-tour
PNR-TRANSIT,SHARED3,0.0,Work sub-tour
KNR-TRANSIT,SHARED3,0.0,Work sub-tour
TNC-TRANSIT,SHARED3,0.0,Work sub-tour
TAXI,SHARED3,0.0,Work sub-tour
TNC-REG,SHARED3,0.0,Work sub-tour
TNC-SHARED,SHARED3,0.0,Work sub-tour
SCHOOLBUS,SHARED3,0.0,Work sub-tour
ESCOOTER,SHARED3,0.0,Work sub-tour
EBIKE,SHARED3,0.0,Work sub-tour
All,WALK,67424.2196809755,Work sub-tour
DRIVEALONE,WALK,0.0,Work sub-tour
SHARED2,WALK,0.0,Work sub-tour
SHARED3,WALK,0.0,Work sub-tour
WALK,WALK,67424.2196809755,Work sub-tour
BIKE,WALK,0.0,Work sub-tour
WALK-TRANSIT,WALK,0.0,Work sub-tour
PNR-TRANSIT,WALK,0.0,Work sub-tour
KNR-TRANSIT,WALK,0.0,Work sub-tour
TNC-TRANSIT,WALK,0.0,Work sub-tour
TAXI,WALK,0.0,Work sub-tour
TNC-REG,WALK,0.0,Work sub-tour
TNC-SHARED,WALK,0.0,Work sub-tour
SCHOOLBUS,WALK,0.0,Work sub-tour
ESCOOTER,WALK,0.0,Work sub-tour
EBIKE,WALK,0.0,Work sub-tour
All,BIKE,2794.273584432741,Work sub-tour
DRIVEALONE,BIKE,0.0,Work sub-tour
SHARED2,BIKE,0.0,Work sub-tour
SHARED3,BIKE,0.0,Work sub-tour
WALK,BIKE,17.2840002974213,Work sub-tour
BIKE,BIKE,2776.98958413532,Work sub-tour
WALK-TRANSIT,BIKE,0.0,Work sub-tour
PNR-TRANSIT,BIKE,0.0,Work sub-tour
KNR-TRANSIT,BIKE,0.0,Work sub-tour
TNC-TRANSIT,BIKE,0.0,Work sub-tour
TAXI,BIKE,0.0,Work sub-tour
TNC-REG,BIKE,0.0,Work sub-tour
TNC-SHARED,BIKE,0.0,Work sub-tour
SCHOOLBUS,BIKE,0.0,Work sub-tour
ESCOOTER,BIKE,0.0,Work sub-tour
EBIKE,BIKE,0.0,Work sub-tour
All,WALK-TRANSIT,71.8051596339715,Work sub-tour
DRIVEALONE,WALK-TRANSIT,0.0,Work sub-tour
SHARED2,WALK-TRANSIT,0.0,Work sub-tour
SHARED3,WALK-TRANSIT,0.0,Work sub-tour
WALK,WALK-TRANSIT,0.0,Work sub-tour
BIKE,WALK-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,WALK-TRANSIT,57.4441277071772,Work sub-tour
PNR-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,WALK-TRANSIT,0.0,Work sub-tour
TAXI,WALK-TRANSIT,0.0,Work sub-tour
TNC-REG,WALK-TRANSIT,0.0,Work sub-tour
TNC-SHARED,WALK-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,WALK-TRANSIT,0.0,Work sub-tour
ESCOOTER,WALK-TRANSIT,0.0,Work sub-tour
EBIKE,WALK-TRANSIT,0.0,Work sub-tour
All,PNR-TRANSIT,0.0,Work sub-tour
DRIVEALONE,PNR-TRANSIT,0.0,Work sub-tour
SHARED2,PNR-TRANSIT,0.0,Work sub-tour
SHARED3,PNR-TRANSIT,0.0,Work sub-tour
WALK,PNR-TRANSIT,0.0,Work sub-tour
BIKE,PNR-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,PNR-TRANSIT,0.0,Work sub-tour
TAXI,PNR-TRANSIT,0.0,Work sub-tour
TNC-REG,PNR-TRANSIT,0.0,Work sub-tour
TNC-SHARED,PNR-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,PNR-TRANSIT,0.0,Work sub-tour
ESCOOTER,PNR-TRANSIT,0.0,Work sub-tour
EBIKE,PNR-TRANSIT,0.0,Work sub-tour
All,KNR-TRANSIT,0.0,Work sub-tour
DRIVEALONE,KNR-TRANSIT,0.0,Work sub-tour
SHARED2,KNR-TRANSIT,0.0,Work sub-tour
SHARED3,KNR-TRANSIT,0.0,Work sub-tour
WALK,KNR-TRANSIT,0.0,Work sub-tour
BIKE,KNR-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,KNR-TRANSIT,0.0,Work sub-tour
TAXI,KNR-TRANSIT,0.0,Work sub-tour
TNC-REG,KNR-TRANSIT,0.0,Work sub-tour
TNC-SHARED,KNR-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,KNR-TRANSIT,0.0,Work sub-tour
ESCOOTER,KNR-TRANSIT,0.0,Work sub-tour
EBIKE,KNR-TRANSIT,0.0,Work sub-tour
All,TNC-TRANSIT,0.0,Work sub-tour
DRIVEALONE,TNC-TRANSIT,0.0,Work sub-tour
SHARED2,TNC-TRANSIT,0.0,Work sub-tour
SHARED3,TNC-TRANSIT,0.0,Work sub-tour
WALK,TNC-TRANSIT,0.0,Work sub-tour
BIKE,TNC-TRANSIT,0.0,Work sub-tour
WALK-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
PNR-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
KNR-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
TNC-TRANSIT,TNC-TRANSIT,0.0,Work sub-tour
TAXI,TNC-TRANSIT,0.0,Work sub-tour
TNC-REG,TNC-TRANSIT,0.0,Work sub-tour
TNC-SHARED,TNC-TRANSIT,0.0,Work sub-tour
SCHOOLBUS,TNC-TRANSIT,0.0,Work sub-tour
ESCOOTER,TNC-TRANSIT,0.0,Work sub-tour
EBIKE,TNC-TRANSIT,0.0,Work sub-tour
All,TAXI,0.0,Work sub-tour
DRIVEALONE,TAXI,0.0,Work sub-tour
SHARED2,TAXI,0.0,Work sub-tour
SHARED3,TAXI,0.0,Work sub-tour
WALK,TAXI,0.0,Work sub-tour
BIKE,TAXI,0.0,Work sub-tour
WALK-TRANSIT,TAXI,0.0,Work sub-tour
PNR-TRANSIT,TAXI,0.0,Work sub-tour
KNR-TRANSIT,TAXI,0.0,Work sub-tour
TNC-TRANSIT,TAXI,0.0,Work sub-tour
TAXI,TAXI,0.0,Work sub-tour
TNC-REG,TAXI,0.0,Work sub-tour
TNC-SHARED,TAXI,0.0,Work sub-tour
SCHOOLBUS,TAXI,0.0,Work sub-tour
ESCOOTER,TAXI,0.0,Work sub-tour
EBIKE,TAXI,0.0,Work sub-tour
All,TNC-REG,0.0,Work sub-tour
DRIVEALONE,TNC-REG,0.0,Work sub-tour
SHARED2,TNC-REG,0.0,Work sub-tour
SHARED3,TNC-REG,0.0,Work sub-tour
WALK,TNC-REG,0.0,Work sub-tour
BIKE,TNC-REG,0.0,Work sub-tour
WALK-TRANSIT,TNC-REG,0.0,Work sub-tour
PNR-TRANSIT,TNC-REG,0.0,Work sub-tour
KNR-TRANSIT,TNC-REG,0.0,Work sub-tour
TNC-TRANSIT,TNC-REG,0.0,Work sub-tour
TAXI,TNC-REG,0.0,Work sub-tour
TNC-REG,TNC-REG,0.0,Work sub-tour
TNC-SHARED,TNC-REG,0.0,Work sub-tour
SCHOOLBUS,TNC-REG,0.0,Work sub-tour
ESCOOTER,TNC-REG,0.0,Work sub-tour
EBIKE,TNC-REG,0.0,Work sub-tour
All,TNC-SHARED,0.0,Work sub-tour
DRIVEALONE,TNC-SHARED,0.0,Work sub-tour
SHARED2,TNC-SHARED,0.0,Work sub-tour
SHARED3,TNC-SHARED,0.0,Work sub-tour
WALK,TNC-SHARED,0.0,Work sub-tour
BIKE,TNC-SHARED,0.0,Work sub-tour
WALK-TRANSIT,TNC-SHARED,0.0,Work sub-tour
PNR-TRANSIT,TNC-SHARED,0.0,Work sub-tour
KNR-TRANSIT,TNC-SHARED,0.0,Work sub-tour
TNC-TRANSIT,TNC-SHARED,0.0,Work sub-tour
TAXI,TNC-SHARED,0.0,Work sub-tour
TNC-REG,TNC-SHARED,0.0,Work sub-tour
TNC-SHARED,TNC-SHARED,0.0,Work sub-tour
SCHOOLBUS,TNC-SHARED,0.0,Work sub-tour
ESCOOTER,TNC-SHARED,0.0,Work sub-tour
EBIKE,TNC-SHARED,0.0,Work sub-tour
All,SCHOOLBUS,0.0,Work sub-tour
DRIVEALONE,SCHOOLBUS,0.0,Work sub-tour
SHARED2,SCHOOLBUS,0.0,Work sub-tour
SHARED3,SCHOOLBUS,0.0,Work sub-tour
WALK,SCHOOLBUS,0.0,Work sub-tour
BIKE,SCHOOLBUS,0.0,Work sub-tour
WALK-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
PNR-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
KNR-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
TNC-TRANSIT,SCHOOLBUS,0.0,Work sub-tour
TAXI,SCHOOLBUS,0.0,Work sub-tour
TNC-REG,SCHOOLBUS,0.0,Work sub-tour
TNC-SHARED,SCHOOLBUS,0.0,Work sub-tour
SCHOOLBUS,SCHOOLBUS,0.0,Work sub-tour
ESCOOTER,SCHOOLBUS,0.0,Work sub-tour
EBIKE,SCHOOLBUS,0.0,Work sub-tour
All,ESCOOTER,0.0,Work sub-tour
DRIVEALONE,ESCOOTER,0.0,Work sub-tour
SHARED2,ESCOOTER,0.0,Work sub-tour
SHARED3,ESCOOTER,0.0,Work sub-tour
WALK,ESCOOTER,0.0,Work sub-tour
BIKE,ESCOOTER,0.0,Work sub-tour
WALK-TRANSIT,ESCOOTER,0.0,Work sub-tour
PNR-TRANSIT,ESCOOTER,0.0,Work sub-tour
KNR-TRANSIT,ESCOOTER,0.0,Work sub-tour
TNC-TRANSIT,ESCOOTER,0.0,Work sub-tour
TAXI,ESCOOTER,0.0,Work sub-tour
TNC-REG,ESCOOTER,0.0,Work sub-tour
TNC-SHARED,ESCOOTER,0.0,Work sub-tour
SCHOOLBUS,ESCOOTER,0.0,Work sub-tour
ESCOOTER,ESCOOTER,0.0,Work sub-tour
EBIKE,ESCOOTER,0.0,Work sub-tour
All,EBIKE,442.843575567199,Work sub-tour
DRIVEALONE,EBIKE,0.0,Work sub-tour
SHARED2,EBIKE,0.0,Work sub-tour
SHARED3,EBIKE,0.0,Work sub-tour
WALK,EBIKE,0.0,Work sub-tour
BIKE,EBIKE,0.0,Work sub-tour
WALK-TRANSIT,EBIKE,0.0,Work sub-tour
PNR-TRANSIT,EBIKE,0.0,Work sub-tour
KNR-TRANSIT,EBIKE,0.0,Work sub-tour
TNC-TRANSIT,EBIKE,0.0,Work sub-tour
TAXI,EBIKE,0.0,Work sub-tour
TNC-REG,EBIKE,0.0,Work sub-tour
TNC-SHARED,EBIKE,0.0,Work sub-tour
SCHOOLBUS,EBIKE,0.0,Work sub-tour
ESCOOTER,EBIKE,0.0,Work sub-tour
EBIKE,EBIKE,442.843575567199,Work sub-tour
